Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
914,C=C(C)CN1C(=O)[C@@H](OC2=CC=CC=C2)[C@H]1C1=CC=C(Cl)C=C1,Rh,CC(C)(C)C1=CC=C(OP->%16(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.CC(C)(C)C1=CC=C(OP->%17(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC(C)(C)C1=CC=C(OP(OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)OC2=CC=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1,CC1=CC=CC=C1,373.15,20.0,1.0,16.0,10.0,1000.0,0.25,2.0,2010,New Journal of Chemistry,Royal Society of Chemistry,10.1039/C0NJ00146E,89
915,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60.0,1.0,5.0,2.4,508.0,1.666666667,0.431959096,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,65
917,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60.0,1.0,5.0,2.4,508.0,1.666666667,0.307560863,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,61
918,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60.0,1.0,5.0,1.1,508.0,1.666666667,0.410174465,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,64
919,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60.0,1.0,5.0,1.1,508.0,1.666666667,0.367976785,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,63
920,C=CCCCCCC,Pd,C1=CC=C(P->%16(CCCP->%17(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[PdH]%16%17I,C1=CC=C(P(CCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COCCOCCOC,398.15,60.0,1.0,24.0,1.1,644.0,1.666666667,0.367976785,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,63
921,C=CCCCCCC,Pd,CC(C)(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)CP->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PdH]%16%17I,CC(C)(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,COCCOCCOC,398.15,60.0,1.0,24.0,1.1,644.0,1.666666667,0.367976785,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,63
922,C=CCCCCCC,Pd,CC(C)CCC(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)CCC(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60.0,1.0,24.0,1.1,644.0,1.666666667,0.307560863,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,61
923,C=CCCCCCC,Pd,CC(C)C(CP->%16(C1=CC=CC=C1)C1=CC=CC=C1)(CP->%17(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C.[PdH]%16%17I,CC(C)C(CP(C1=CC=CC=C1)C1=CC=CC=C1)(CP(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,COCCOCCOC,398.15,60.0,1.0,24.0,1.1,644.0,1.666666667,0.307560863,2019,ACS Catalysis,ACS,10.1021/acscatal.9b03007,61
926,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,50.0,1.0,1.0,1.0,1000.0,1.0,0.041392685,2020,Science,Science,10.1126/science.aaw7742,54
928,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,50.0,1.0,1.0,1.0,1000.0,1.0,0.041392685,2020,Science,Science,10.1126/science.aaw7742,54
929,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,70.0,1.0,1.0,1.0,1000.0,1.0,0.113943352,2020,Science,Science,10.1126/science.aaw7742,56
930,C=CCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,433.15,90.0,1.0,1.0,1.0,1000.0,1.0,0.146128036,2020,Science,Science,10.1126/science.aaw7742,57
931,C=CC(C)(C)C,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=C(P->%17(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=C(P(C3=CC=CC=C3)C3=CC=CC=C3)C=CC=C2)C=C1,COCCOC,413.15,30.0,1.0,2.0,1.0,1000.0,1.0,0.140178703,2020,Science,Science,10.1126/science.aaw7742,57
933,C=CC(C)(C)C,Co,CCP->%16(CC)CCP->%17(CC)CC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCP(CC)CCP(CC)CC,COCCOC,413.15,30.0,1.0,2.0,1.0,1000.0,1.0,0.069635928,2020,Science,Science,10.1126/science.aaw7742,55
934,C=CC(C)(C)C,Co,CCP->%16(CC)C1=CC=CC=C1P->%17(CC)CC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCP(CC)C1=CC=CC=C1P(CC)CC,COCCOC,413.15,30.0,1.0,2.0,1.0,1000.0,1.0,0.017374096,2020,Science,Science,10.1126/science.aaw7742,54
935,C=CC(C)(C)C,Co,CC(C)(C)C1=CC(OC)=CC(C2=C(OP->%163OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP->%17(OC6=CC=CC=C67)OC8=C7C=CC=C8.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CC(C)(C)C1=CC(OC)=CC(C2=C(OP3OC4=CC=CC=C4C(C=CC=C5)=C5O3)C(C(C)(C)C)=CC(OC)=C2)=C1OP(OC6=CC=CC=C67)OC8=C7C=CC=C8,CC1=CC=CC=C1,393.15,15.0,1.0,0.333333333,3.0,1000.0,1.0,2.0,2020,Science,Science,10.1126/science.aaw7742,89
937,C=CCCCCCC,Co,CP->%16(C)C.CP->%17(C)C.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CP(C)C,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.629731418,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,75
939,C=CCCCCCC,Co,CCCCCCCCP->%16(CCCCCCCC)CCCCCCCC.CCCCCCCCP->%17(CCCCCCCC)CCCCCCCC.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCCCCCP(CCCCCCCC)CCCCCCCC,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.431959096,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,65
940,C=CCCCCCC,Co,C1CCC(P->%16(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P->%17(C2CCCCC2)C2CCCCC2)CC1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.602059991,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,74
941,C=CCCCCCC,Co,C1C2CC3CC1CC(P->%16(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3.C1C2CC3CC1CC(P->%17(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1C2CC3CC1CC(P(C14CC5CC(CC(C5)C1)C4)C14CC5CC(CC(C5)C1)C4)(C2)C3,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.629731418,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,75
943,C=CCCCCCC,Co,CCCCCCP->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.CCCCCCP->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],CCCCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.454258372,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,67
945,C=CCCCCCC,Co,O=C(C1=CC=CC=C1)P->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(C1=CC=CC=C1)P->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC=CC=C1)P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.720159303,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,78
947,C=CCCCCCC,Co,O=C(C1=CC=CO1)P->%16(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(C1=CC=CO1)P->%17(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC=CO1)P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.658541347,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,76
948,C=CCCCCCC,Co,O=C(C1=CC=CO1)P->%16(C1CCCCC1)C1CCCCC1.O=C(C1=CC=CO1)P->%17(C1CCCCC1)C1CCCCC1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC=CO1)P(C1CCCCC1)C1CCCCC1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.688629171,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,77
949,C=CCCCCCC,Co,O=C(C1=CC=CS1)P->%16(C1CCCCC1)C1CCCCC1.O=C(C1=CC=CS1)P->%17(C1CCCCC1)C1CCCCC1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],O=C(C1=CC=CS1)P(C1CCCCC1)C1CCCCC1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.688629171,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,77
950,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,2.0,100.0,5.0,0.500602351,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,70
951,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,1.0,100.0,5.0,0.658541347,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,76
952,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,4.0,100.0,5.0,0.500602351,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,70
953,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,8.0,100.0,5.0,0.431959096,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,65
954,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,313.15,40.0,0.333333333,24.0,32.0,100.0,5.0,0.307560863,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,61
956,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COC(=O)OC,313.15,40.0,0.333333333,24.0,4.0,100.0,5.0,0.477121255,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,69
957,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CCOC(=O)OCC,313.15,40.0,0.333333333,24.0,4.0,100.0,5.0,0.410174465,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,64
959,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COC1=CC=CC=C1,333.15,40.0,1.0,24.0,4.0,100.0,5.0,0.602059991,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,74
961,C=CCCCCCC,Co,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[CoH]%16%17%18%19.[C-]->%18#[O+].[C-]->%19#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COC1=CC=CC=C1,333.15,5.0,0.333333333,24.0,4.0,100.0,5.0,0.017374096,2021,ACS Sustainable Chemistry & Engineering,ACS,10.1021/acssuschemeng.1c00205,54
962,C=CC1=CC=CC=C1,Pt,CC1=C(C)CP->%16(C2=CC=CC=C2)C1.CC1=C(C)CP->%17(C2=CC=CC=C2)C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,CC1=C(C)CP(C2=CC=CC=C2)C1,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.194265228,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,50
963,C=CC1=CC=CC=C1,Pt,CC1CP->%16(C2=CC=CC=C2)CC1C.CC1CP->%17(C2=CC=CC=C2)CC1C.[PtH]%16%17[Sn](Cl)(Cl)Cl,CC1CP(C2=CC=CC=C2)CC1C,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.176091259,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,50
964,C=CC1=CC=CC=C1,Pt,CC1=CCP->%16(C2=CC=CC=C2)C1.CC1=CCP->%17(C2=CC=CC=C2)C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,CC1=CCP(C2=CC=CC=C2)C1,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.052178012,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,52
965,C=CC1=CC=CC=C1,Pt,COP->%161OC2=CC=CC=C2C2=C1C=CC=C2.COP->%171OC2=CC=CC=C2C2=C1C=CC=C2.[PtH]%16%17[Sn](Cl)(Cl)Cl,COP1OC2=CC=CC=C2C2=C1C=CC=C2,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,0.104735351,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,56
966,C=CC1=CC=CC=C1,Pt,CCOP->%161OC2=CC=CC=C2C2=C1C=CC=C2.CCOP->%171OC2=CC=CC=C2C2=C1C=CC=C2.[PtH]%16%17[Sn](Cl)(Cl)Cl,CCOP1OC2=CC=CC=C2C2=C1C=CC=C2,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,0.0,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,53
967,C=CC1=CC=CC=C1,Pt,CC(C)OP->%161OC2=CC=CC=C2C2=C1C=CC=C2.CC(C)OP->%171OC2=CC=CC=C2C2=C1C=CC=C2.[PtH]%16%17[Sn](Cl)(Cl)Cl,CC(C)OP1OC2=CC=CC=C2C2=C1C=CC=C2,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.176091259,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,50
968,C=CC1=CC=CC=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,323.15,80.0,1.0,96.0,1.0,50.0,2.0,-1.194976603,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,18
969,C=CC1=CC=CC=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.753327667,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,35
970,C=CC1=CC=C(C)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,323.15,80.0,1.0,96.0,1.0,50.0,2.0,-0.268845312,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,49
971,C=CC1=CC=C(C)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.017374096,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,53
972,C=CC1=CC=C(OC(C)=O)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,323.15,80.0,1.0,96.0,1.0,50.0,2.0,-0.158068155,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,51
973,C=CC1=CC=C(OC(C)=O)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,0.069635928,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,55
974,C=CC1=CC=C(Cl)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,323.15,80.0,1.0,96.0,1.0,50.0,2.0,-0.549671922,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,42
975,C=CC1=CC=C(Cl)C=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)CC(C)=C1Cl.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)CC(C)=C1Cl,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,0.140178703,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,57
976,C=CC1=CC=CC=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)C[C@]([H])(C)C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)C[C@]([H])(C)C1,CC1=CC=CC=C1,323.15,80.0,1.0,96.0,1.0,50.0,2.0,-0.658541347,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,39
977,C=CC1=CC=CC=C1,Pt,[H][C@@]1(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)CP->%17(C2=CC=CC=C2)C[C@]([H])(C)C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,[H][C@@]1(P(C2=CC=CC=C2)C2=CC=CC=C2)CP(C2=CC=CC=C2)C[C@]([H])(C)C1,CC1=CC=CC=C1,373.15,80.0,1.0,24.0,1.0,50.0,2.0,-0.367976785,2011,Journal of Organometallic Chemistry,Elsevier,10.1016/j.jorganchem.2010.11.045,46
978,C=CCCCCCC,Pt,C[Si]1(C)C2=CC=CC(P->%16(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P->%17(C1=CC=CC=C1)C1=CC=CC=C1.[PtH]%16%17[Sn](Cl)(Cl)Cl,C[Si]1(C)C2=CC=CC(P(C3=CC=CC=C3)C3=CC=CC=C3)=C2OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1,C(Cl)Cl,293.15,40.0,1.0,4.0,1.0,1000.0,1.37,2.0,2007,Dalton Transactions,Royal Society of Chemistry,10.1039/B615428J,89
